App_level,Book_Level,Quest_Name,Quiz_ID,Quiz_Name,Vocab,English_Meaning,Vietnamese_Meaning,Word_Type,Photo,Component
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-07,The Benefits of Getting Up Early,起,get up,Thức dậy,Verb,,起 = 走 (run) + 己 (oneself)
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-07,The Benefits of Getting Up Early,早起,(early) morning,Sáng sớm,Noun,,"早 = 日 (sun) + 十 (ten)
起 = 走 (run) + 己 (oneself)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-07,The Benefits of Getting Up Early,主意,plan,Kế hoạch,Noun,,"主 = 王 (jade) + 丶 (dot)
意 = 音 (sound) + 心 (heart)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-07,The Benefits of Getting Up Early,如果,if,Nếu,Conjunction,,"如 = 女 (woman) + 口 (mouth)
果 = 田 (field) + 木 (tree)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-08,Calling Tian Fang,阿姨,auntie,Cô / Dì,Noun,,"阿 = 阝 (town) + 一 (one) + 亅 (hook) + 口 (mouth)
姨 = 女 (woman) + 大 (big) + 弓 (bow)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-08,Calling Tian Fang,中学,middle school,Trung học,Noun,,"中 = 口 (mouth) + 丨 (line)
学 = ⺍ (small) + 冖 (cover) + 子 (child)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-08,Calling Tian Fang,出国,go abroad,Đi nước ngoài,Separable verbs,,"出 = 出 (N/A)
国 = 囗 (enclosure) + 玉 (jade)Graphical :"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-08,Calling Tian Fang,过,have done,Đã làm,Particle,,过 = 辶 (walk) + 寸 (thumb)
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-08,Calling Tian Fang,一会儿, a little while,#N/A,Noun,,"一 = 一 (one)
会 = 人 (person) + 云 (cloud/speak)
儿 = 儿 (legs)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-09,This Time We Won!,打电话,to make a phone call,Gọi điện thoại,Verb,,"打 = 扌 (hand) + 一 (one) + 亅 (hook)
电 =  日 (sun/day), 丨 (line), 乚 (second)
话 = 讠 (speech), 舌 (tongue)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-09,This Time We Won!,了吧,already?,Đã… chưa?,Adverb,,"了 = ㇇ (N/A) + 亅 (hook)
吧 = 口 (mouth) + 丨 (line) + 丨 (line) + 乚 (second)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-09,This Time We Won!,开机,start a machine,Khởi động máy,Verb,,"开 = 一 (one) + 廾 (N/A)
机 = 木 (tree) + 几 (table)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-09,This Time We Won!,比赛,match,Trận đấu,Noun,,"比赛 = 比 (compare) + 赛 (contest, match)
比 = 丿 (slash) + 匕 (spoon/ladle)
赛 = 亠 (lid) + 贝 (shell/money) + 夂 (go slowly) + 冫(ice)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-09,This Time We Won!,队,team,Đội,Noun,,队 = 阝 (town) + 人 (human)
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-10,Signing Up for TOEFL,上,be engaged at a fixed time,Có hẹn,Verb,,"上 = ⺊ (divination) + 一 (one)
 "
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-10,Signing Up for TOEFL,托福,TOEFL,Kỳ thi TOEFL,Noun,,"托 = 扌 (hand) + ㇒ (N/A) + 乚 (second) + 一 (one)
福 = 礻 (sign) + 一 (one) + 口 (mouth) + 田 (field)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-10,Signing Up for TOEFL,班,class,Lớp học,Noun,,班 = 玨 (N/A) + 丿 (bend) + 丶 (dot)
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-10,Signing Up for TOEFL,了没有,or not yet?,Chưa phải không?,question phrase,,"了 = ㇇ (N/A) + 亅 (hook)
有 = 𠂇 (left hand) + 月 (moon)
没 = 氵 (water) + 殳 (weapon/lance)"
Beginner,HSK 1,"Health, Hobbies",QZ-HSK1-QT07-10,Signing Up for TOEFL,考,take an examination,Thi,Verb,,考 = 耂 (old) + 一 (one) + ㇉ (N/A)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-01,A Bad Stomachache,肚子,stomach,Dạ dày,Noun,,"肚 = 月 (moon) + 土 (earth)
子 = 子 (child)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-01,A Bad Stomachache,疼,ache,Đau,Verb,,疼 = 疒 (sickness) + 夂 (go) + ⺀ (dot)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-01,A Bad Stomachache,厉害,fierce,Dữ dội,Adjective,,"厉 = 厂 (cliff) + 一 (one) + 丿 (bend) + ㇆ (N/A)
害 = 宀 (roof) + 一 (one) + 二 (two) + 丨 (line) + 口 (mouth)
"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-01,A Bad Stomachache,片,pills,Thuốc viên,Measure word,,片 =  片 (a slice)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-01,A Bad Stomachache,药,medicine,Thuốc,Noun,,药 = 艹 (grass) + 纟 (silk) + 勹 (wrap) + 丶 (dot)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-01,A Bad Stomachache,拉肚子,to have diarrhea,Tiêu chảy,Verb,,"拉 = 扌 (hand) + 立 (stand erect)
肚 = 月 (moon) + 土 (earth)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-02,A Visit to the Doctor,大夫,doctor,Bác sĩ,Noun,,"大 = 大 (big)
夫 = 人 (human) + 二 (two)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-02,A Visit to the Doctor,化验,make a laboratory test,Làm xét nghiệm,Verb,,"化 = 亻 (human) + 匕 (spoon) 
验 = 马 (horse) + 人 (human) + 一 (one) + ⺍ (small) + 一 (one)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-02,A Visit to the Doctor,大便,stool,Phân,Noun,,"大 = 大 (big)
便 = 亻 (human) + 一 (one) + 日 (sun/day) + 丨 (line) + 乂 (N/A)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-02,A Visit to the Doctor,检查,check up,Khám bệnh,Verb,,"检 = 木 (tree) + 人 (human) + 一 (one) + ⺍ (small) + 一 (one)
查 = 木 (tree) + 日 (sun/day) + 一 (one)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-02,A Visit to the Doctor,得  ,take; catch,Bắt / Đi (xe),Verb,,得 = 彳 (step) + 日 (sun/day) + 一 (one) + 寸 (thumb)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-03,Feeling Homesick,因为,because,Bởi vì,preposition,,"因 = 囗 (enclosure) + 大 (big)
为 = 力 (power/force) + ⺀ (dot)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-03,Feeling Homesick,寂寞,lonely,Cô đơn,Adjective,,"寂 = 宀 (roof) + ⺊ (divination) + 一 (one) + 小 (small) + 又 (right hand)
寞 = 宀 (roof) + 艹 (grass) + 日 (sun/day) + 大 (big)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-03,Feeling Homesick,难过,sad,Buồn,Adjective,,"难 =  又 (right hand) + 隹 (small bird)
过 = 辶 (walk) + 寸 (thumb)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-03,Feeling Homesick,但是,but,Nhưng,Conjunction,,"但 = 亻 (human) + 日 (sun/day) + 一 (one)
是 = 日 (sun/day) + 一 (one) = 龰 (N/A)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-03,Feeling Homesick,常,often,Thường xuyên,Adverb,,常 = ⺌ (small) + 冖 (cover) + 口 (mouth) + 巾 (turban/scarf)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-04,Looking for an Apartment,接,connect,Kết nối,Verb,,接 = 扌 (hand) + 立 (stand erect) + 女 (woman)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-04,Looking for an Apartment,套,set,Đặt / Thiết lập,Measure word,,套 = 大 (big) + 镸 (long/grow)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-04,Looking for an Apartment,房子,house,Nhà,Noun,,"房 = 户 (door/house) + 方 (square/raft)
子 = 子 (child)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-04,Looking for an Apartment,满意,satisfied,Hài lòng,Adjective,,"满 = 氵 (water) = 艹 (grass) + 一 (one) + 从 (N/A) + 冂 (upside down box)
意 = 音 (sound) + 心 (heart)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-04,Looking for an Apartment,光线,light,Đèn / Ánh sáng,Noun,,"光 = ⺌ (small) + 一 (one) + 儿 (legs)
线 = 纟 (silk) + 戋 (N/A)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-05,Finding a Sunny Apartment,卧室,bedroom,Phòng ngủ,Noun,,"卧 = 臣 (minister/official) + 卜 (divination)
室 = 宀 (roof) + 至 (arrive)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-05,Finding a Sunny Apartment,客厅,living room,Phòng khách,Noun,,"客 = 宀 (roof) + 夂 (go) + 口 (mouth)
厅 = 厂 (cliff) + 一 (one) + 亅 (hook)
"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-05,Finding a Sunny Apartment,平方米,square meter,Mét vuông,Measure word,,"平 = 干 (dry) + 丷 (eight/divide)
方 = 方 (square/raft)
米 = 米 (rice)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-05,Finding a Sunny Apartment,阳光,sunlight,Ánh nắng,Noun,,"阳 = 阝 (town) + 日 (sun/day)
光 = ⺌ (small) + 一 (one) + 儿 (legs)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-05,Finding a Sunny Apartment,想要,want,Muốn,Verb,,"想 = 木 (tree) + 目 (eye) + 心 (heart)
要 = 覀 (west) + 女 (woman)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-06,It's expensive,下班,get off work,Tan làm,Separable verbs,,"下 = 一 (one) + 卜 (divination)
班 = 玨 (N/A) + 丿 (bend) + 丶 (dot)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-06,It's expensive,路,road,Con đường,Noun,,路 = ⻊ (foot) + 夂 (go) + 口 (mouth)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-06,It's expensive,堵车,traffic jam,Kẹt xe,Separable verbs,,"堵 = 土 (earth) + 耂 (old) + 日 (sun/day)
车 = 车 (car)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-06,It's expensive,赶,rush,Vội vàng,Verb,,赶 = 走 (run) + 干 (dry)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-06,It's expensive,租,rent,Thuê,Verb,,租 = 禾 (grain) = 月 (moon) + 一 (one)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-06,It's expensive,房租,rent,Thuê,Noun,,"房 = 户 (door/house) + 方 (square/raft)
租 = 禾 (grain) = 月 (moon) + 一 (one)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-07,A Quiet and Convenient Apartment,周围 ,around,Xung quanh,Noun,,"周 = 田 (field) +  口 (mouth)
围 = 囗 (enclosure)  + 韦 (tanned leather)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-07,A Quiet and Convenient Apartment,环境,environment,Môi trường,Noun,,"环 = 王 (jade) + 一 (one) + 丿 (bend) + 卜 (divination)
境 = 土 (earth) + 音 (sound) + 儿 (legs)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-07,A Quiet and Convenient Apartment,条,used for slender objects,Dùng cho vật dài nhỏ,Measure word,,条 = 夂 (go) + 十 (ten) + 小 (small)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-07,A Quiet and Convenient Apartment,河,river,Sông,Noun,,河 = 氵 (water) = 一 (one) + 亅 (hook) + 口 (mouth)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-07,A Quiet and Convenient Apartment,安静,quiet,Yên tĩnh,Adjective,,"安 = 宀 (roof) + 女 (woman)
静 = 青 (green/blue) + ⺈ (knife) = ⺕ (pig snout) = 亅 (hook)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-07,A Quiet and Convenient Apartment,交通,transportation,Giao thông,Noun,,"交 = 亠 (lid) + 八 (eight/divide) + 乂 (N/A)
通 = 辶 (walk) = 龴 (N/A) + 用 (use)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-08,Talking About Exam Results,回,go back,Quay về,Verb,,回 = 回 (N/A)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-08,Talking About Exam Results,题,question,Câu hỏi,Noun,,题 = 日 (sun/day)  + 一 (one) + 龰 (N/A) + 页 (leaf)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-08,Talking About Exam Results,完,finish,Hoàn thành, Verb,,完 = 宀 (roof) + 二 (two) + 儿 (legs)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-08,Talking About Exam Results,道,measure word for questions,Câu (câu hỏi),Measure word,,道 = 辶 (walk) + 首 (head)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-08,Talking About Exam Results,成绩,result,Kết quả,Noun,,"成 = 一 (one) + 丿 (bend) + ㇆ (N/A) + 戈 (spear)
绩 = 纟 (silk) + 龶 (N/A) + 贝 (shell)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-08,Talking About Exam Results,语法,grammar,Ngữ pháp,Noun,,"语 = 讠 (speech) + 一 (one) + 力 (power/force) + 一 (one) + 口 (mouth)
法 = 氵 (water) + 土 (earth) + 厶 (private)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-08,Talking About Exam Results,听力,listening comprehension ,#N/A,Noun,,"听 = 口 (mouth) + 斤 (axe)
力 = 力 (power/force)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-08,Talking About Exam Results,句子,sentence,Câu,Noun,,"句 = 勹 (wrap) + 口 (mouth)
子 = 子 (child)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-09,Looking Up Words vs. Relaxing,查,check,Kiểm tra,Verb,,查 = 木 (tree) + 日 (sun/day) + 一 (one)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-09,Looking Up Words vs. Relaxing,糟糕,what a mistake,Thật là sai lầm,Interjection,," 糟 = 米 (rice) + 艹 (grass) + 二 (two) + 凵 (container) + 日 (sun/day)
糕 = 米 (rice) + 羊 (sheep) + 灬 (fire)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-09,Looking Up Words vs. Relaxing,成,become,Trở thành, verb,,成 = 一 (one) + 丿 (bend) + ㇆ (N/A) + 戈 (spear)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-09,Looking Up Words vs. Relaxing,打开,open,Mở,Verb,,"打 = 扌 (hand) + 一 (one) + 亅 (hook)
开 = 一 (one) + 廾 (N/A)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-09,Looking Up Words vs. Relaxing,衬衫,shirt,Áo sơ mi,Noun,,"衬 = 衤 (clothes) + 寸 (thumb)
衫 = 衤 (clothes) + 彡 (bristle/beard)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-09,Looking Up Words vs. Relaxing,洗,wash,Giặt,Verb,,"洗 = 氵 (water) + ⺧ (cow) + 儿 (legs)
"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-10,Practicing Qigong Every Day,练,train,Tàu hỏa,Verb,,练 = 纟 (silk) + 乚 (second) + 一 (one) + ㇆ (N/A) + 八 (eight/divide)
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-10,Practicing Qigong Every Day,气功,qigong,Khí công,Noun,,"气 = 气 (steam/breath)
功 = 工 (work) + 力 (power/force)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-10,Practicing Qigong Every Day,起来,get up,Thức dậy,Verb,,"起 = 走 (run) + 己 (oneself)
来 = 木 (tree) + 一 (one) + 丷 (eight/divide)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-10,Practicing Qigong Every Day,多长时间,how long,Bao lâu,phrase,,"多 = 多 (N/A)
长 = 长 (long/grow)
时 = 日 (sun/day) + 寸 (thumb)
间 = 门 (gate) + 日 (sun/day)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-10,Practicing Qigong Every Day,不一定,not necessary,Không cần thiết,Adverb,,"不 = 一 (one) + 丿 (bend) + 卜 (divination)
一 = 一 (one)
定 = 宀 (roof) + 一 (one) + 龰 (N/A)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-10,Practicing Qigong Every Day,有时候,sometimes,Thỉnh thoảng,adverbial phrase,,"有 = 𠂇 (left hand) + 月 (moon)
时 = 日 (sun/day) + 寸 (thumb)
候 = 亻 (human) + 丨 (line) + 矢 (arrow)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-10,Practicing Qigong Every Day,钟头,hour,Giờ,Noun,,"钟 = 钅 (metal/gold) + 口 (mouth) + 丨 (line)
头 = 大 (big) + ⺀ (dot)"
Beginner,HSK 1,Student Life,QZ-HSK1-QT08-10,Practicing Qigong Every Day,半,half,Một nửa,Numeral,,半 = 二 (two) +丨 (line) + 丷 (eight/divide)
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-01,Why You Should Practice Qigong,效果,effect,Hiệu quả,Adverb,,"效果 = 效 (effect, imitate) + 果 (result)
效 = 亻(person) + 交 (intersect, exchange)
果 = 田 (field) + 木 (tree)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-01,Why You Should Practice Qigong,气功,Qigong,Khí công,Noun,,"气功 = 气 (air, energy) + 功 (effort, skill)
气 = 气 (steam rising)
功 = 工 (work) + 力 (power)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-01,Why You Should Practice Qigong,慢性病,chronic disease,Bệnh mãn tính,Noun,,"慢 = 忄 (heart) + 日 (sun/day) + 罒 (net) + 又 (right hand)
性 = 忄 (heart) + 生 (life)
病 = 疒 (sickness) + 一 (one) + 人 (human) + 冂 (upside down box)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-01,Why You Should Practice Qigong,高血压,high blood pressure,Huyết áp cao,Noun,,"高 = 高 (tall)
血 = 血 (blood)
病 = 疒 (sickness) + 一 (one) + 人 (human) + 冂 (upside down box)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-01,Why You Should Practice Qigong,失眠,insomnia,Mất ngủ,Noun,,"失 = 人 (human) + 二 (two) + ㇒ (N/A)
眠 = 目 (eye) + 巳 (oneself) + ㇂ (N/A) + 一 (one)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-02,Visiting the Doctor,看病,see a doctor,Khám bác sĩ,Separable verbs,,"看 = 龵 (hand) + 目 (eye)
病 = 疒 (sickness) + 一 (one) + 人 (human) + 冂 (upside down box)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-02,Visiting the Doctor,主要,main,Chính,Adjective,,"主 = 王 (jade) + 丶 (dot)
要 = 覀 (west) + 女 (woman)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-02,Visiting the Doctor,症状,symptom,Triệu chứng,Noun,,"症 = 疒 (sickness) + 一 (one) + 止 (stop)
状 = 丬 (split wood) + 犬 (dog)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-02,Visiting the Doctor,一直,continuously,Liên tục,Adverb,,"一 = 一 (one)
直 = 十 (ten) + 目 (eye) + 一 (one)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-02,Visiting the Doctor,浑身 ,whole body,Toàn thân,Noun,,"浑 = 氵 (water) + 冖 (cover) + 车 (car)
身 = 身 (body)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-02,Visiting the Doctor,无力,weak,Yếu,Verb,,"无 = 无 (have not)
力 = 力 (power/force)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-02,Visiting the Doctor,而且,and also,Và còn,Conjunction,,"而 =  而 (beard)
且 = 月 (moon) + 一 (one)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-02,Visiting the Doctor,其他, else,#N/A,Pronoun,,"其 = 甘 (sweet) + 一 (one) + 八 (eight/divide)
他 =>亻 (human) + 乚 (second) + ㇆ (N/A) + 丨 (line)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-03,Booking a Hotel Room,预订,book,Sách,Verb,,"预 = 龴 (N/A) + ㇖ (N/A) + 亅 (hook) + 页 (leaf)
订 = 讠 (speech) + 一 (one) + 亅 (hook)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-03,Booking a Hotel Room,间,The smallest unit of a house.,Căn hộ,Measure word,,间 = 门 (gate) + 日 (sun/day)
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-03,Booking a Hotel Room,计划,plan,Kế hoạch,Verb,,"计 =  讠 (speech) + 十 (ten)
划 = 戈 (spear) + 刂 (knife)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-03,Booking a Hotel Room,两晚,Two nights,Hai đêm,Noun,,"两 = 一 (one) + 从 (N/A) + 冂 (upside down box)
晚 = 日 (sun/day) + ⺈ (knife) + 口 (mouth) + 丨 (line) + 乚 (second)
"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-03,Booking a Hotel Room,双人床,double bed,Giường đôi,Noun,,"双 = 双 (N/A)
人 = 人 (human)
床 = 广 (house on cliff) + 木 (tree)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-04,Shopping for a Dress,裙子,skirt,Váy,Noun,,"裙 = 衤 (clothes) + ⺕ (pig snout) + 丨 (line) + 口 (mouth)
子 = 子 (child)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-04,Shopping for a Dress,款,style,Phong cách,Noun,,"款 = 土 (earth) + 𠂤 (hand/action) + 欠 (lack, owe)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-04,Shopping for a Dress,周一,monday,Thứ Hai,Noun,,"周 = 田 (field) + 口 (mouth)
一 = 一 (one)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-04,Shopping for a Dress,上架,shelves,Kệ,Verb,,"上架 = 上 (up) + 架 (frame, rack)
架 = 加 (add) + 木 (wood)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-04,Shopping for a Dress,尺码可供,Size available,Kích cỡ có sẵn,Noun,,"尺 = 尸 (corpse) + ㇏ (N/A)
码 = 石 (stone) + 马 (horse)
可 = 一 (one) + 亅 (hook) + 口 (mouth)
供 = 亻 (human) + 艹 (grass) + 一 (one) + 八 (eight/divide)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-04,Shopping for a Dress,选择,select,Chọn,Verb,,"选 = 辶 (walk) + ⺧ (cow) + 儿 (legs)
择 = 扌 (hand) + 又 (right hand) + 二 (two)  + 丨 (line)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-05,Talking About Studying,正在,in process of,Đang trong quá trình,Adverb,," 正 = 一 (one) + 止 (stop)
在 = 𠂇 (left hand) + 亻 (human) + 土 (earth)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-05,Talking About Studying,备考,prepare for an exam,Chuẩn bị thi,Verb,,"备 = 夂 (go) + 田 (field)
考 = 耂 (old) + 一 (one) + ㇉ (N/A)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-05,Talking About Studying,加油,make an extra effort,Nỗ lực thêm,Separable verbs,,"加 = 力 (power/force) + 口 (mouth)
油 = 氵 (water) + 二 (two) + 丨 (line) + 凵 (container)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-05,Talking About Studying,门,used for subjects of study or field of technical training,Chuyên ngành (lượng từ),Measure word,,门 = 门 (gate)
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-05,Talking About Studying,课程,course,Khóa học,Noun,,"课 = 讠 (speech) + 田 (field) + 木 (tree)
程 = 禾 (grain) + 口 (mouth) + 王 (jade)
"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-05,Talking About Studying,数学,mathematics,Toán học,Noun,,"数 = 米 (rice) + 女 (woman) + ⺙ (knock)
学 = ⺍ (small) + 冖 (cover) + 子 (child)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-05,Talking About Studying,英语,english language,Tiếng Anh,Noun,,"英 = 艹 (grass) + 大 (big) + 冂 (upside down box)
语 = 讠 (speech) + 一 (one) + 力 (power/force) + 一 (one) + 口 (mouth)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-06,Talking About Hobbies,摄影,photography,Nhiếp ảnh,Noun,,"摄 = 扌 (hand) + 耳 (ear) + 双 (N/A)
影 = 日 (sun/day) + 亠 (lid) + 口 (mouth) + 小 (small) + 彡 (bristle/beard)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-06,Talking About Hobbies,有意思,interesting,Thú vị,Adjective,,"有 = 𠂇 (left hand) + 月 (moon)
意 = 音 (sound) + 心 (heart)
思 = 田 (field) + 心 (heart)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-06,Talking About Hobbies,拍,take (a picture),Chụp ảnh,Verb,,拍 = 扌 (hand) + 白 (white)
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-06,Talking About Hobbies,风景,scenery,Phong cảnh,Noun,,"风 = 风 (wind)
景 = 日 (sun/day) + 亠 (lid) + 口 (mouth) + 小 (small)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-06,Talking About Hobbies,人像,portrait,Chân dung,Noun,,"人 = 人 (human)
像 = 亻 (human) + ⺈ (knife) + 口 (mouth) + 丨 (line) + 勹 (wrap)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-06,Talking About Hobbies,棒,good,Tốt,Adjective,,棒 = 木 (tree) + 一 (one) + 二 (two) + 丨 (line) + 八 (eight/divide) + 二 (two) + 丨 (line)
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-07,Talking About Jobs,名,used for people,Dùng cho người,Measure word,,名 = 夕 (evening/unset) + 口 (mouth)
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-07,Talking About Jobs,软件,software,Phần mềm,Noun,,"软 = 车 (car) + 欠 (yawn)
件 = 亻 (human) + 牛 (cow)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-07,Talking About Jobs,工程师,engineer,Kỹ sư,Noun,,"工 = 工 (work)
程 = 禾 (grain) + 口 (mouth) + 王 (jade)
师 =  丿(slash) +  一 (one)  + 巾 (turban/scarf)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-07,Talking About Jobs,负责,be responsible for,Chịu trách nhiệm,Verb,,"负 = ⺈ (knife) + 贝 (shell)
责 = 龶 (N/A) + 贝 (shell)"
Beginner,HSK 1,"Daily Life, and Careers",QZ-HSK1-QT09-07,Talking About Jobs,开发,exploit,Khai thác / Phát triển,Verb,,"开 = 一 (one) + 廾 (N/A)
发 = ㇗ (N/A) + 丨 (line) + 丶 (dot) + 又 (right hand)"
