level,lesson,question_vi,answer_zh,explanation
"HSK 4","11","Sau khi giảm áp lực, tôi hiểu hơn.","减轻压力以后，我更明白了。","减轻压力 = giảm áp lực"
"HSK 4","11","Sau khi tích lũy kinh nghiệm, tôi hiểu hơn.","积累经验以后，我更明白了。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","11","Sau khi giải thích quan điểm, tôi hiểu hơn.","解释观点以后，我更明白了。","解释观点 = giải thích quan điểm"
"HSK 4","12","Trước khi nâng cao hiệu quả công việc, hãy chuẩn bị kỹ.","提高工作效率以前，请做好准备。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","12","Trước khi phân tích nguyên nhân, hãy chuẩn bị kỹ.","分析原因以前，请做好准备。","分析原因 = phân tích nguyên nhân"
"HSK 4","12","Trước khi đưa ra quyết định, hãy chuẩn bị kỹ.","做出决定以前，请做好准备。","做出决定 = đưa ra quyết định"
"HSK 4","12","Trước khi thích nghi với môi trường, hãy chuẩn bị kỹ.","适应环境以前，请做好准备。","适应环境 = thích nghi với môi trường"
"HSK 4","12","Trước khi xây dựng kế hoạch dài hạn, hãy chuẩn bị kỹ.","制定长期计划以前，请做好准备。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","12","Trước khi cải thiện chất lượng cuộc sống, hãy chuẩn bị kỹ.","改善生活质量以前，请做好准备。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","12","Trước khi hợp tác với đồng nghiệp, hãy chuẩn bị kỹ.","和同事合作以前，请做好准备。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","12","Trước khi giảm áp lực, hãy chuẩn bị kỹ.","减轻压力以前，请做好准备。","减轻压力 = giảm áp lực"
"HSK 4","12","Trước khi tích lũy kinh nghiệm, hãy chuẩn bị kỹ.","积累经验以前，请做好准备。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","12","Trước khi giải thích quan điểm, hãy chuẩn bị kỹ.","解释观点以前，请做好准备。","解释观点 = giải thích quan điểm"
"HSK 4","13","Tôi không biết làm thế nào để nâng cao hiệu quả công việc.","我不知道怎么提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","13","Tôi không biết làm thế nào để phân tích nguyên nhân.","我不知道怎么分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","13","Tôi không biết làm thế nào để đưa ra quyết định.","我不知道怎么做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","13","Tôi không biết làm thế nào để thích nghi với môi trường.","我不知道怎么适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","13","Tôi không biết làm thế nào để xây dựng kế hoạch dài hạn.","我不知道怎么制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","13","Tôi không biết làm thế nào để cải thiện chất lượng cuộc sống.","我不知道怎么改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","13","Tôi không biết làm thế nào để hợp tác với đồng nghiệp.","我不知道怎么和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","13","Tôi không biết làm thế nào để giảm áp lực.","我不知道怎么减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","13","Tôi không biết làm thế nào để tích lũy kinh nghiệm.","我不知道怎么积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","13","Tôi không biết làm thế nào để giải thích quan điểm.","我不知道怎么解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","14","Tôi tin rằng việc nâng cao hiệu quả công việc sẽ có kết quả tốt.","我相信提高工作效率会有好结果。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","14","Tôi tin rằng việc phân tích nguyên nhân sẽ có kết quả tốt.","我相信分析原因会有好结果。","分析原因 = phân tích nguyên nhân"
"HSK 4","14","Tôi tin rằng việc đưa ra quyết định sẽ có kết quả tốt.","我相信做出决定会有好结果。","做出决定 = đưa ra quyết định"
"HSK 4","14","Tôi tin rằng việc thích nghi với môi trường sẽ có kết quả tốt.","我相信适应环境会有好结果。","适应环境 = thích nghi với môi trường"
"HSK 4","14","Tôi tin rằng việc xây dựng kế hoạch dài hạn sẽ có kết quả tốt.","我相信制定长期计划会有好结果。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","14","Tôi tin rằng việc cải thiện chất lượng cuộc sống sẽ có kết quả tốt.","我相信改善生活质量会有好结果。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","14","Tôi tin rằng việc hợp tác với đồng nghiệp sẽ có kết quả tốt.","我相信和同事合作会有好结果。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","14","Tôi tin rằng việc giảm áp lực sẽ có kết quả tốt.","我相信减轻压力会有好结果。","减轻压力 = giảm áp lực"
"HSK 4","14","Tôi tin rằng việc tích lũy kinh nghiệm sẽ có kết quả tốt.","我相信积累经验会有好结果。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","14","Tôi tin rằng việc giải thích quan điểm sẽ có kết quả tốt.","我相信解释观点会有好结果。","解释观点 = giải thích quan điểm"
"HSK 4","15","Nếu không nâng cao hiệu quả công việc, vấn đề sẽ nghiêm trọng hơn.","如果不提高工作效率，问题会更严重。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","15","Nếu không phân tích nguyên nhân, vấn đề sẽ nghiêm trọng hơn.","如果不分析原因，问题会更严重。","分析原因 = phân tích nguyên nhân"
"HSK 4","15","Nếu không đưa ra quyết định, vấn đề sẽ nghiêm trọng hơn.","如果不做出决定，问题会更严重。","做出决定 = đưa ra quyết định"
"HSK 4","15","Nếu không thích nghi với môi trường, vấn đề sẽ nghiêm trọng hơn.","如果不适应环境，问题会更严重。","适应环境 = thích nghi với môi trường"
"HSK 4","15","Nếu không xây dựng kế hoạch dài hạn, vấn đề sẽ nghiêm trọng hơn.","如果不制定长期计划，问题会更严重。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","15","Nếu không cải thiện chất lượng cuộc sống, vấn đề sẽ nghiêm trọng hơn.","如果不改善生活质量，问题会更严重。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","15","Nếu không hợp tác với đồng nghiệp, vấn đề sẽ nghiêm trọng hơn.","如果不和同事合作，问题会更严重。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","15","Nếu không giảm áp lực, vấn đề sẽ nghiêm trọng hơn.","如果不减轻压力，问题会更严重。","减轻压力 = giảm áp lực"
"HSK 4","15","Nếu không tích lũy kinh nghiệm, vấn đề sẽ nghiêm trọng hơn.","如果不积累经验，问题会更严重。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","15","Nếu không giải thích quan điểm, vấn đề sẽ nghiêm trọng hơn.","如果不解释观点，问题会更严重。","解释观点 = giải thích quan điểm"
"HSK 4","16","Tôi muốn biết cách nâng cao hiệu quả công việc hiệu quả hơn.","我想知道如何更有效地提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","16","Tôi muốn biết cách phân tích nguyên nhân hiệu quả hơn.","我想知道如何更有效地分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","16","Tôi muốn biết cách đưa ra quyết định hiệu quả hơn.","我想知道如何更有效地做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","16","Tôi muốn biết cách thích nghi với môi trường hiệu quả hơn.","我想知道如何更有效地适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","16","Tôi muốn biết cách xây dựng kế hoạch dài hạn hiệu quả hơn.","我想知道如何更有效地制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","16","Tôi muốn biết cách cải thiện chất lượng cuộc sống hiệu quả hơn.","我想知道如何更有效地改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","16","Tôi muốn biết cách hợp tác với đồng nghiệp hiệu quả hơn.","我想知道如何更有效地和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","16","Tôi muốn biết cách giảm áp lực hiệu quả hơn.","我想知道如何更有效地减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","16","Tôi muốn biết cách tích lũy kinh nghiệm hiệu quả hơn.","我想知道如何更有效地积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","16","Tôi muốn biết cách giải thích quan điểm hiệu quả hơn.","我想知道如何更有效地解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","17","Việc nâng cao hiệu quả công việc đòi hỏi nhiều thời gian.","提高工作效率需要很多时间。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","17","Việc phân tích nguyên nhân đòi hỏi nhiều thời gian.","分析原因需要很多时间。","分析原因 = phân tích nguyên nhân"
"HSK 4","17","Việc đưa ra quyết định đòi hỏi nhiều thời gian.","做出决定需要很多时间。","做出决定 = đưa ra quyết định"
"HSK 4","17","Việc thích nghi với môi trường đòi hỏi nhiều thời gian.","适应环境需要很多时间。","适应环境 = thích nghi với môi trường"
"HSK 4","17","Việc xây dựng kế hoạch dài hạn đòi hỏi nhiều thời gian.","制定长期计划需要很多时间。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","17","Việc cải thiện chất lượng cuộc sống đòi hỏi nhiều thời gian.","改善生活质量需要很多时间。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","17","Việc hợp tác với đồng nghiệp đòi hỏi nhiều thời gian.","和同事合作需要很多时间。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","17","Việc giảm áp lực đòi hỏi nhiều thời gian.","减轻压力需要很多时间。","减轻压力 = giảm áp lực"
"HSK 4","17","Việc tích lũy kinh nghiệm đòi hỏi nhiều thời gian.","积累经验需要很多时间。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","17","Việc giải thích quan điểm đòi hỏi nhiều thời gian.","解释观点需要很多时间。","解释观点 = giải thích quan điểm"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để nâng cao hiệu quả công việc.","专家正在研究如何提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để phân tích nguyên nhân.","专家正在研究如何分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để đưa ra quyết định.","专家正在研究如何做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để thích nghi với môi trường.","专家正在研究如何适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để xây dựng kế hoạch dài hạn.","专家正在研究如何制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để cải thiện chất lượng cuộc sống.","专家正在研究如何改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để hợp tác với đồng nghiệp.","专家正在研究如何和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để giảm áp lực.","专家正在研究如何减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để tích lũy kinh nghiệm.","专家正在研究如何积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","18","Các chuyên gia đang nghiên cứu làm thế nào để giải thích quan điểm.","专家正在研究如何解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","19","Mục tiêu cuối cùng là nâng cao hiệu quả công việc.","最终目标是提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","19","Mục tiêu cuối cùng là phân tích nguyên nhân.","最终目标是分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","19","Mục tiêu cuối cùng là đưa ra quyết định.","最终目标是做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","19","Mục tiêu cuối cùng là thích nghi với môi trường.","最终目标是适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","19","Mục tiêu cuối cùng là xây dựng kế hoạch dài hạn.","最终目标是制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","19","Mục tiêu cuối cùng là cải thiện chất lượng cuộc sống.","最终目标是改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","19","Mục tiêu cuối cùng là hợp tác với đồng nghiệp.","最终目标是和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","19","Mục tiêu cuối cùng là giảm áp lực.","最终目标是减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","19","Mục tiêu cuối cùng là tích lũy kinh nghiệm.","最终目标是积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","19","Mục tiêu cuối cùng là giải thích quan điểm.","最终目标是解释观点。","解释观点 = giải thích quan điểm"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể nâng cao hiệu quả công việc hay không.","结果取决于我们能否提高工作效率。","提高工作效率 = nâng cao hiệu quả công việc"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể phân tích nguyên nhân hay không.","结果取决于我们能否分析原因。","分析原因 = phân tích nguyên nhân"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể đưa ra quyết định hay không.","结果取决于我们能否做出决定。","做出决定 = đưa ra quyết định"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể thích nghi với môi trường hay không.","结果取决于我们能否适应环境。","适应环境 = thích nghi với môi trường"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể xây dựng kế hoạch dài hạn hay không.","结果取决于我们能否制定长期计划。","制定长期计划 = xây dựng kế hoạch dài hạn"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể cải thiện chất lượng cuộc sống hay không.","结果取决于我们能否改善生活质量。","改善生活质量 = cải thiện chất lượng cuộc sống"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể hợp tác với đồng nghiệp hay không.","结果取决于我们能否和同事合作。","和同事合作 = hợp tác với đồng nghiệp"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể giảm áp lực hay không.","结果取决于我们能否减轻压力。","减轻压力 = giảm áp lực"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể tích lũy kinh nghiệm hay không.","结果取决于我们能否积累经验。","积累经验 = tích lũy kinh nghiệm"
"HSK 4","20","Kết quả phụ thuộc vào việc chúng ta có thể giải thích quan điểm hay không.","结果取决于我们能否解释观点。","解释观点 = giải thích quan điểm"
"HSK 5","1","Tôi thường thúc đẩy phát triển kinh tế.","我通常促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","1","Tôi thường nâng cao nhận thức cộng đồng.","我通常提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","1","Tôi thường đối mặt với thách thức.","我通常面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","1","Tôi thường bảo đảm quyền lợi người tiêu dùng.","我通常保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","1","Tôi thường phân bổ nguồn lực hợp lý.","我通常合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","1","Tôi thường tạo ra cơ hội việc làm.","我通常创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","1","Tôi thường duy trì mối quan hệ ổn định.","我通常维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","1","Tôi thường thực hiện cải cách toàn diện.","我通常实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","1","Tôi thường tăng cường giao lưu văn hóa.","我通常加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","1","Tôi thường đánh giá tác động xã hội.","我通常评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","2","Tôi muốn thúc đẩy phát triển kinh tế.","我想促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","2","Tôi muốn nâng cao nhận thức cộng đồng.","我想提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","2","Tôi muốn đối mặt với thách thức.","我想面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","2","Tôi muốn bảo đảm quyền lợi người tiêu dùng.","我想保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","2","Tôi muốn phân bổ nguồn lực hợp lý.","我想合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","2","Tôi muốn tạo ra cơ hội việc làm.","我想创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","2","Tôi muốn duy trì mối quan hệ ổn định.","我想维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","2","Tôi muốn thực hiện cải cách toàn diện.","我想实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","2","Tôi muốn tăng cường giao lưu văn hóa.","我想加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","2","Tôi muốn đánh giá tác động xã hội.","我想评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","3","Tôi đang thúc đẩy phát triển kinh tế.","我正在促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","3","Tôi đang nâng cao nhận thức cộng đồng.","我正在提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","3","Tôi đang đối mặt với thách thức.","我正在面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","3","Tôi đang bảo đảm quyền lợi người tiêu dùng.","我正在保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","3","Tôi đang phân bổ nguồn lực hợp lý.","我正在合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","3","Tôi đang tạo ra cơ hội việc làm.","我正在创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","3","Tôi đang duy trì mối quan hệ ổn định.","我正在维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","3","Tôi đang thực hiện cải cách toàn diện.","我正在实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","3","Tôi đang tăng cường giao lưu văn hóa.","我正在加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","3","Tôi đang đánh giá tác động xã hội.","我正在评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","4","Nếu có thời gian, tôi sẽ thúc đẩy phát triển kinh tế.","如果有时间，我就会促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","4","Nếu có thời gian, tôi sẽ nâng cao nhận thức cộng đồng.","如果有时间，我就会提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","4","Nếu có thời gian, tôi sẽ đối mặt với thách thức.","如果有时间，我就会面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","4","Nếu có thời gian, tôi sẽ bảo đảm quyền lợi người tiêu dùng.","如果有时间，我就会保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","4","Nếu có thời gian, tôi sẽ phân bổ nguồn lực hợp lý.","如果有时间，我就会合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","4","Nếu có thời gian, tôi sẽ tạo ra cơ hội việc làm.","如果有时间，我就会创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","4","Nếu có thời gian, tôi sẽ duy trì mối quan hệ ổn định.","如果有时间，我就会维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","4","Nếu có thời gian, tôi sẽ thực hiện cải cách toàn diện.","如果有时间，我就会实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","4","Nếu có thời gian, tôi sẽ tăng cường giao lưu văn hóa.","如果有时间，我就会加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","4","Nếu có thời gian, tôi sẽ đánh giá tác động xã hội.","如果有时间，我就会评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","5","Việc thúc đẩy phát triển kinh tế rất quan trọng.","促进经济发展很重要。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","5","Việc nâng cao nhận thức cộng đồng rất quan trọng.","提高公众意识很重要。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","5","Việc đối mặt với thách thức rất quan trọng.","面对挑战很重要。","面对挑战 = đối mặt với thách thức"
"HSK 5","5","Việc bảo đảm quyền lợi người tiêu dùng rất quan trọng.","保障消费者权益很重要。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","5","Việc phân bổ nguồn lực hợp lý rất quan trọng.","合理分配资源很重要。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","5","Việc tạo ra cơ hội việc làm rất quan trọng.","创造就业机会很重要。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","5","Việc duy trì mối quan hệ ổn định rất quan trọng.","维持稳定关系很重要。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","5","Việc thực hiện cải cách toàn diện rất quan trọng.","实行全面改革很重要。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","5","Việc tăng cường giao lưu văn hóa rất quan trọng.","加强文化交流很重要。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","5","Việc đánh giá tác động xã hội rất quan trọng.","评估社会影响很重要。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","6","Chúng ta nên cùng nhau thúc đẩy phát triển kinh tế.","我们应该一起促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","6","Chúng ta nên cùng nhau nâng cao nhận thức cộng đồng.","我们应该一起提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","6","Chúng ta nên cùng nhau đối mặt với thách thức.","我们应该一起面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","6","Chúng ta nên cùng nhau bảo đảm quyền lợi người tiêu dùng.","我们应该一起保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","6","Chúng ta nên cùng nhau phân bổ nguồn lực hợp lý.","我们应该一起合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","6","Chúng ta nên cùng nhau tạo ra cơ hội việc làm.","我们应该一起创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","6","Chúng ta nên cùng nhau duy trì mối quan hệ ổn định.","我们应该一起维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","6","Chúng ta nên cùng nhau thực hiện cải cách toàn diện.","我们应该一起实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","6","Chúng ta nên cùng nhau tăng cường giao lưu văn hóa.","我们应该一起加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","6","Chúng ta nên cùng nhau đánh giá tác động xã hội.","我们应该一起评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","7","Tôi đã thúc đẩy phát triển kinh tế.","我已经促进经济发展了。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","7","Tôi đã nâng cao nhận thức cộng đồng.","我已经提高公众意识了。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","7","Tôi đã đối mặt với thách thức.","我已经面对挑战了。","面对挑战 = đối mặt với thách thức"
"HSK 5","7","Tôi đã bảo đảm quyền lợi người tiêu dùng.","我已经保障消费者权益了。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","7","Tôi đã phân bổ nguồn lực hợp lý.","我已经合理分配资源了。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","7","Tôi đã tạo ra cơ hội việc làm.","我已经创造就业机会了。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","7","Tôi đã duy trì mối quan hệ ổn định.","我已经维持稳定关系了。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","7","Tôi đã thực hiện cải cách toàn diện.","我已经实行全面改革了。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","7","Tôi đã tăng cường giao lưu văn hóa.","我已经加强文化交流了。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","7","Tôi đã đánh giá tác động xã hội.","我已经评估社会影响了。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","8","Tôi chưa thúc đẩy phát triển kinh tế.","我还没促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","8","Tôi chưa nâng cao nhận thức cộng đồng.","我还没提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","8","Tôi chưa đối mặt với thách thức.","我还没面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","8","Tôi chưa bảo đảm quyền lợi người tiêu dùng.","我还没保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","8","Tôi chưa phân bổ nguồn lực hợp lý.","我还没合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","8","Tôi chưa tạo ra cơ hội việc làm.","我还没创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","8","Tôi chưa duy trì mối quan hệ ổn định.","我还没维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","8","Tôi chưa thực hiện cải cách toàn diện.","我还没实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","8","Tôi chưa tăng cường giao lưu văn hóa.","我还没加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","8","Tôi chưa đánh giá tác động xã hội.","我还没评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","9","Bạn có thể thúc đẩy phát triển kinh tế không?","你可以促进经济发展吗？","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","9","Bạn có thể nâng cao nhận thức cộng đồng không?","你可以提高公众意识吗？","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","9","Bạn có thể đối mặt với thách thức không?","你可以面对挑战吗？","面对挑战 = đối mặt với thách thức"
"HSK 5","9","Bạn có thể bảo đảm quyền lợi người tiêu dùng không?","你可以保障消费者权益吗？","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","9","Bạn có thể phân bổ nguồn lực hợp lý không?","你可以合理分配资源吗？","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","9","Bạn có thể tạo ra cơ hội việc làm không?","你可以创造就业机会吗？","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","9","Bạn có thể duy trì mối quan hệ ổn định không?","你可以维持稳定关系吗？","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","9","Bạn có thể thực hiện cải cách toàn diện không?","你可以实行全面改革吗？","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","9","Bạn có thể tăng cường giao lưu văn hóa không?","你可以加强文化交流吗？","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","9","Bạn có thể đánh giá tác động xã hội không?","你可以评估社会影响吗？","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","10","Tôi hy vọng có thể thúc đẩy phát triển kinh tế.","我希望能够促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","10","Tôi hy vọng có thể nâng cao nhận thức cộng đồng.","我希望能够提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
